driverId,driver_name,code,forename,surname,nationality,year,constructorId,n_races,total_points,avg_points,avg_grid,avg_finish,best_finish,worst_finish,wins,podiums,podium_rate,win_rate,points_finishes,points_rate,top10_finishes,top10_rate,total_laps,avg_best_lap,avg_kph,avg_gap_to_winner,driver_speed,driver_vs_team_speed,finish_std,points_std,pos_change_std,avg_pos_change,dnf_count,dnf_rate,clean_race_rate,team_total_points,team_avg_points,team_avg_pos_season,team_speed,driver_vs_team_avg_finish,driver_vs_team_avg_points
844,Charles Leclerc,LEC,Charles,Leclerc,Monegasque,2021,6,22,159.0,7.2272727272727275,6.454545454545454,7.7272727272727275,2,20,0,1,0.045454545454545456,0.0,18,0.8181818181818182,18,0.8181818181818182,1145,86.18942105263157,216.2084210526316,43.6343125,86.18942105263157,0.3393960526315709,5.015991742434707,5.236609391779944,5.504818825631803,-1.2727272727272727,6,0.2727272727272727,0.7272727272727273,322.5,7.329545454545454,7.113636363636363,85.850025,0.6136363636363642,-0.10227272727272663
844,Charles Leclerc,LEC,Charles,Leclerc,Monegasque,2022,6,22,291.0,13.227272727272727,3.909090909090909,5.5,1,20,3,11,0.5,0.13636363636363635,19,0.8636363636363636,19,0.8636363636363636,1189,88.64059090909092,209.52518181818184,16.80242105263158,88.64059090909092,0.18021590909091856,5.869615059983146,7.708571717385648,8.033614444256148,-1.5909090909090908,3,0.13636363636363635,0.8636363636363636,519.0,11.795454545454545,6.681818181818182,88.460375,-1.1818181818181817,1.4318181818181817
844,Charles Leclerc,LEC,Charles,Leclerc,Monegasque,2023,6,22,185.0,8.409090909090908,4.863636363636363,8.227272727272727,2,20,0,6,0.2727272727272727,0.0,16,0.7272727272727273,16,0.7272727272727273,1147,88.31178947368421,211.73157894736843,32.791705882352936,88.31178947368421,0.10393947368422118,6.711268549322515,6.702231973000742,7.569018647753704,-3.3636363636363638,5,0.22727272727272727,0.7727272727272727,363.0,8.25,7.863636363636363,88.20785,0.3636363636363633,0.15909090909090828
844,Charles Leclerc,LEC,Charles,Leclerc,Monegasque,2024,6,24,327.0,13.625,5.416666666666667,4.541666666666667,1,19,3,13,0.5416666666666666,0.125,21,0.875,21,0.875,1413,88.19139130434783,214.95186956521738,21.01090909090909,88.19139130434783,0.08869565217391084,4.252663274647575,6.870304720790901,4.316928255741273,0.875,2,0.08333333333333333,0.9166666666666666,595.0,12.395833333333334,5.145833333333333,88.10269565217392,-0.6041666666666661,1.229166666666666
846,Lando Norris,NOR,Lando,Norris,British,2019,1,21,49.0,2.3333333333333335,9.333333333333334,11.333333333333334,6,20,0,0,0.0,0.0,11,0.5238095238095238,11,0.5238095238095238,1102,90.28552380952381,206.4367142857143,57.69875,90.28552380952381,0.7956457607433265,4.83045891539648,2.816617356570348,4.636809247747852,-2.0,13,0.6190476190476191,0.38095238095238093,145.0,3.4523809523809526,10.69047619047619,89.48987804878048,0.6428571428571441,-1.119047619047619
846,Lando Norris,NOR,Lando,Norris,British,2020,1,17,97.0,5.705882352941177,8.764705882352942,8.294117647058824,3,16,0,1,0.058823529411764705,0.0,13,0.7647058823529411,13,0.7647058823529411,1015,85.20617647058825,219.05747058823528,33.11966666666667,85.20617647058825,-0.5009172794117518,4.027479141509502,5.229300931797109,4.758119994530712,0.47058823529411764,5,0.29411764705882354,0.7058823529411764,202.0,5.9411764705882355,8.617647058823529,85.70709375,-0.32352941176470473,-0.23529411764705888
846,Lando Norris,NOR,Lando,Norris,British,2021,1,22,160.0,7.2727272727272725,6.863636363636363,7.0,2,15,0,4,0.18181818181818182,0.0,20,0.9090909090909091,20,0.9090909090909091,1223,85.49745,213.70659999999998,41.772600000000004,85.49745,-0.2462817073170669,3.532165125838609,5.708655234706733,3.979656057709302,-0.13636363636363635,7,0.3181818181818182,0.6818181818181819,274.0,6.2272727272727275,7.795454545454546,85.74373170731707,-0.7954545454545459,1.045454545454545
846,Lando Norris,NOR,Lando,Norris,British,2022,1,22,116.0,5.2727272727272725,8.045454545454545,8.772727272727273,3,19,0,1,0.045454545454545456,0.0,17,0.7727272727272727,17,0.7727272727272727,1253,89.6634090909091,207.0540909090909,50.84544444444444,89.6634090909091,-0.7401257928118241,4.363613816680566,4.300407712474074,4.153963318977583,-0.7272727272727273,4,0.18181818181818182,0.8181818181818181,150.0,3.409090909090909,10.636363636363637,90.40353488372092,-1.8636363636363633,1.8636363636363633
846,Lando Norris,NOR,Lando,Norris,British,2023,1,22,184.0,8.363636363636363,7.954545454545454,8.0,2,20,0,7,0.3181818181818182,0.0,16,0.7272727272727273,16,0.7272727272727273,1273,88.83513636363637,210.3295909090909,34.75461111111111,88.83513636363637,0.7636014799154367,6.078847008469694,7.467679275801403,5.313749216507186,-0.045454545454545456,4,0.18181818181818182,0.8181818181818181,266.0,6.045454545454546,9.454545454545455,88.07153488372093,-1.454545454545455,2.3181818181818175
846,Lando Norris,NOR,Lando,Norris,British,2024,1,24,344.0,14.333333333333334,3.375,4.291666666666667,1,20,4,13,0.5416666666666666,0.16666666666666666,23,0.9583333333333334,23,0.9583333333333334,1437,87.28200000000001,217.2271739130435,15.496869565217391,87.28200000000001,-0.22130434782607722,4.080485549397348,7.203058931524474,4.871538161399437,-0.9166666666666666,1,0.041666666666666664,0.9583333333333334,609.0,12.6875,4.708333333333333,87.50330434782609,-0.4166666666666661,1.645833333333334
847,George Russell,RUS,George,Russell,British,2019,3,21,0.0,0.0,16.761904761904763,15.80952380952381,11,20,0,0,0.0,0.0,0,0.0,0,0.0,1182,90.58866666666667,205.84152380952378,20.0015,90.58866666666667,-0.3571428571428612,2.064438122566225,0.0,4.873152885721835,0.9523809523809523,19,0.9047619047619048,0.09523809523809523,1.0,0.023809523809523808,16.404761904761905,90.94580952380953,-0.5952380952380949,-0.023809523809523808
847,George Russell,RUS,George,Russell,British,2020,3,17,3.0,0.17647058823529413,13.764705882352942,15.294117647058824,9,20,0,0,0.0,0.0,1,0.058823529411764705,1,0.058823529411764705,910,86.27376470588236,216.6751176470588,34.889250000000004,86.27376470588236,-1.5788529411764642,3.015889294270285,0.7276068751089989,5.821486569799242,-1.5294117647058822,13,0.7647058823529411,0.23529411764705888,0.0,0.0,15.735294117647058,87.85261764705882,-0.4411764705882337,0.17647058823529413
847,George Russell,RUS,George,Russell,British,2021,3,22,16.0,0.7272727272727273,13.0,13.909090909090908,2,19,0,1,0.045454545454545456,0.0,4,0.18181818181818182,4,0.18181818181818182,1141,86.967,208.61519047619046,50.3455,86.967,-0.04680487804877487,4.173716978894642,2.0743746775908884,4.545108211914064,-0.9090909090909091,18,0.8181818181818182,0.18181818181818177,23.0,0.5227272727272727,14.727272727272727,87.01380487804877,-0.8181818181818183,0.20454545454545459
847,George Russell,RUS,George,Russell,British,2022,131,22,262.0,11.909090909090908,5.454545454545454,5.0,1,18,1,8,0.36363636363636365,0.045454545454545456,20,0.9090909090909091,20,0.9090909090909091,1240,88.71433333333333,207.77461904761904,26.802100000000003,88.71433333333333,0.3389761904761883,3.866830866792722,5.588330450987775,4.798087642138795,0.45454545454545453,2,0.09090909090909091,0.9090909090909091,495.0,11.25,5.5227272727272725,88.37535714285714,-0.5227272727272725,0.6590909090909083
847,George Russell,RUS,George,Russell,British,2023,131,22,157.0,7.136363636363637,6.454545454545454,8.090909090909092,3,19,0,2,0.09090909090909091,0.0,17,0.7727272727272727,17,0.7727272727272727,1252,87.89495454545455,211.87572727272726,41.467444444444446,87.89495454545455,0.29393128964059656,5.181552358944648,4.892126371313443,7.461299864701571,-1.6363636363636365,4,0.18181818181818182,0.8181818181818181,374.0,8.5,7.136363636363637,87.60102325581396,0.954545454545455,-1.3636363636363633
847,George Russell,RUS,George,Russell,British,2024,131,24,226.0,9.416666666666666,5.625,6.75,1,20,2,4,0.16666666666666666,0.08333333333333333,21,0.875,21,0.875,1423,87.85352173913043,215.86726086956523,249.50609090909091,87.85352173913043,0.17754396135265438,4.989118594283573,6.385558888526563,6.367802842698434,-1.125,3,0.125,0.875,433.0,9.020833333333334,6.854166666666667,87.67597777777777,-0.10416666666666696,0.39583333333333215
848,Alexander Albon,ALB,Alexander,Albon,Thai,2019,5,21,92.0,4.380952380952381,9.238095238095237,9.333333333333334,4,19,0,0,0.0,0.0,13,0.6190476190476191,13,0.6190476190476191,1245,89.1917619047619,209.02280952380954,48.054857142857145,89.1917619047619,-0.4262380952381051,4.270050741306633,4.576856896126319,5.233591137113807,-0.09523809523809523,7,0.3333333333333333,0.6666666666666667,85.0,2.0238095238095237,11.5,89.61800000000001,-2.166666666666666,2.3571428571428577
848,Alexander Albon,ALB,Alexander,Albon,Thai,2020,9,17,105.0,6.176470588235294,7.352941176470588,8.294117647058824,3,17,0,2,0.11764705882352941,0.0,12,0.7058823529411765,12,0.7058823529411765,994,85.12188235294117,219.3759411764706,40.484846153846156,85.12188235294117,-0.7531176470588292,4.551987284175355,5.514019565136298,5.814535538580168,-0.9411764705882353,4,0.23529411764705882,0.7647058823529411,319.0,9.382352941176471,7.705882352941177,85.875,0.5882352941176476,-3.2058823529411766
848,Alexander Albon,ALB,Alexander,Albon,Thai,2022,3,21,4.0,0.19047619047619047,15.619047619047619,13.904761904761905,9,20,0,0,0.0,0.0,3,0.14285714285714285,3,0.14285714285714285,1100,90.23694736842106,201.86647368421052,58.611111111111114,90.23694736842106,-0.6786240601503835,3.2389004601062057,0.5117663157191589,4.314427623020893,1.7142857142857142,12,0.5714285714285714,0.4285714285714286,8.0,0.18181818181818182,14.954545454545455,90.91557142857144,-1.04978354978355,0.008658008658008642
848,Alexander Albon,ALB,Alexander,Albon,Thai,2023,3,22,25.0,1.1363636363636365,11.954545454545455,12.409090909090908,7,19,0,0,0.0,0.0,7,0.3181818181818182,7,0.3181818181818182,1149,89.27047619047619,210.3552857142857,65.4974,89.27047619047619,0.16105758582502006,3.7753472361157394,2.007022303846803,4.205747458931847,-0.45454545454545453,7,0.3181818181818182,0.6818181818181819,26.0,0.5909090909090909,14.113636363636363,89.10941860465117,-1.704545454545455,0.5454545454545455
848,Alexander Albon,ALB,Alexander,Albon,Thai,2024,3,24,12.0,0.5,12.041666666666666,14.541666666666666,7,20,0,0,0.0,0.0,4,0.16666666666666666,4,0.16666666666666666,1139,89.3668,215.04375,73.83442857142857,89.3668,-0.22680975609756615,4.032252220659627,1.3513278493843524,5.579465456708975,-2.5,17,0.7083333333333334,0.29166666666666663,17.0,0.3617021276595745,15.127659574468085,89.59360975609756,-0.585992907801419,0.1382978723404255
849,Nicholas Latifi,LAT,Nicholas,Latifi,Canadian,2020,3,17,0.0,0.0,17.470588235294116,15.764705882352942,11,19,0,0,0.0,0.0,0,0.0,0,0.0,915,89.31452941176471,210.959,46.409,89.31452941176471,1.4619117647058886,2.7957425615725486,0.0,6.459147639998185,1.7058823529411764,11,0.6470588235294118,0.3529411764705882,0.0,0.0,15.735294117647058,87.85261764705882,0.029411764705884025,0.0
849,Nicholas Latifi,LAT,Nicholas,Latifi,Canadian,2021,3,22,7.0,0.3181818181818182,15.227272727272727,15.545454545454545,7,20,0,0,0.0,0.0,2,0.09090909090909091,2,0.09090909090909091,1191,87.06295,208.71585,48.75319999999999,87.06295,0.04914512195122711,3.247376563543955,1.2867960816866657,4.853926870133713,-0.3181818181818182,17,0.7727272727272727,0.2272727272727273,23.0,0.5227272727272727,14.727272727272727,87.01380487804877,0.8181818181818183,-0.20454545454545453
849,Nicholas Latifi,LAT,Nicholas,Latifi,Canadian,2022,3,22,2.0,0.09090909090909091,17.5,16.227272727272727,9,19,0,0,0.0,0.0,1,0.045454545454545456,1,0.045454545454545456,1155,91.69672727272727,203.0215,59.284142857142854,91.69672727272727,0.7811558441558333,2.3890986182642626,0.42640143271122083,3.5880996188036463,1.2727272727272727,15,0.6818181818181818,0.31818181818181823,8.0,0.18181818181818182,14.954545454545455,90.91557142857144,1.2727272727272716,-0.09090909090909091
850,Pietro Fittipaldi,FIT,Pietro,Fittipaldi,Brazilian,2020,210,2,0.0,0.0,18.5,18.0,17,19,0,0,0.0,0.0,0,0.0,0,0.0,140,79.72449999999999,208.74,36.858,79.72449999999999,-7.756562500000001,1.4142135623730951,0.0,3.5355339059327378,0.5,1,0.5,0.5,3.0,0.08823529411764706,15.794117647058824,87.4810625,2.2058823529411757,-0.08823529411764706
851,Jack Aitken,AIT,Jack,Aitken,British,2020,3,1,0.0,0.0,17.0,16.0,16,16,0,0,0.0,0.0,0,0.0,0,0.0,87,57.392,222.24,33.674,57.392,-30.460617647058818,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,15.735294117647058,87.85261764705882,0.264705882352942,0.0
852,Yuki Tsunoda,TSU,Yuki,Tsunoda,Japanese,2021,213,22,32.0,1.4545454545454546,11.5,13.181818181818182,4,20,0,0,0.0,0.0,7,0.3181818181818182,7,0.3181818181818182,1078,86.3316842105263,210.24742105263158,51.05557142857143,86.3316842105263,-0.0693927125506093,4.573592561406067,3.1430539096216403,6.650358841992868,-1.6818181818181819,15,0.6818181818181818,0.31818181818181823,142.0,3.227272727272727,11.272727272727273,86.40107692307691,1.9090909090909083,-1.7727272727272725
852,Yuki Tsunoda,TSU,Yuki,Tsunoda,Japanese,2022,213,22,12.0,0.5454545454545454,12.227272727272727,14.590909090909092,7,20,0,0,0.0,0.0,4,0.18181818181818182,4,0.18181818181818182,1101,90.491,203.45971428571426,62.95725,90.491,0.016558139534893712,3.923786933066562,1.5032432470296548,6.821153753445126,-2.3636363636363638,14,0.6363636363636364,0.36363636363636365,35.0,0.7954545454545454,13.522727272727273,90.4744418604651,1.0681818181818183,-0.25
852,Yuki Tsunoda,TSU,Yuki,Tsunoda,Japanese,2023,213,22,14.0,0.6363636363636364,13.818181818181818,13.181818181818182,8,20,0,0,0.0,0.0,6,0.2727272727272727,6,0.2727272727272727,1202,88.0824,210.483,62.652857142857144,88.0824,-0.2770285714285592,3.6467384467084143,1.364357673585582,4.259951425449138,0.6363636363636364,8,0.36363636363636365,0.6363636363636364,22.0,0.5,13.613636363636363,88.35942857142857,-0.43181818181818166,0.13636363636363635
852,Yuki Tsunoda,TSU,Yuki,Tsunoda,Japanese,2024,215,24,29.0,1.2083333333333333,11.083333333333334,13.166666666666666,7,20,0,0,0.0,0.0,9,0.375,9,0.375,1249,89.62286363636363,213.35095454545453,63.749222222222215,89.62286363636363,0.5841136363636394,4.4002634967214975,2.0847096902815085,3.5742638848916264,-2.0833333333333335,15,0.625,0.375,40.0,0.8333333333333334,13.291666666666666,89.03875,-0.125,0.3749999999999999
853,Nikita Mazepin,MAZ,Nikita,Mazepin,Russian,2021,210,22,0.0,0.0,18.5,17.863636363636363,14,20,0,0,0.0,0.0,0,0.0,0,0.0,1008,87.2041111111111,208.28833333333333,23.154,87.2041111111111,-0.01904678362573975,1.7537837882012637,0.0,2.127942322559173,0.6363636363636364,20,0.9090909090909091,0.09090909090909094,0.0,0.0,17.386363636363637,87.22315789473684,0.4772727272727266,0.0
854,Mick Schumacher,MSC,Mick,Schumacher,German,2021,210,22,0.0,0.0,17.545454545454547,16.90909090909091,12,20,0,0,0.0,0.0,0,0.0,0,0.0,1135,87.2403,209.65569999999997,31.612,87.2403,0.01714210526316151,2.136064269344573,0.0,3.4162838978919288,0.6363636363636364,19,0.8636363636363636,0.13636363636363635,0.0,0.0,17.386363636363637,87.22315789473684,-0.4772727272727266,0.0
854,Mick Schumacher,MSC,Mick,Schumacher,German,2022,210,22,12.0,0.5454545454545454,13.136363636363637,14.409090909090908,6,20,0,0,0.0,0.0,2,0.09090909090909091,2,0.09090909090909091,1142,90.21080952380952,204.07814285714284,50.413777777777774,90.21080952380952,-0.9189999999999969,3.3616760404396198,1.8702501163843026,6.4304470568265595,-1.2727272727272727,13,0.5909090909090909,0.40909090909090906,33.0,0.75,14.272727272727273,91.12980952380951,0.1363636363636349,-0.20454545454545459
855,Guanyu Zhou,ZHO,Guanyu,Zhou,Chinese,2022,51,22,6.0,0.2727272727272727,13.363636363636363,14.318181818181818,8,20,0,0,0.0,0.0,3,0.13636363636363635,3,0.13636363636363635,1060,90.85366666666667,203.6290476190476,55.794,90.85366666666667,0.7473095238095198,3.4694086724968756,0.8827348295047496,4.932663462184384,-0.9545454545454546,12,0.5454545454545454,0.4545454545454546,53.0,1.2045454545454546,13.204545454545455,90.10635714285715,1.1136363636363633,-0.9318181818181819
855,Guanyu Zhou,ZHO,Guanyu,Zhou,Chinese,2023,51,22,6.0,0.2727272727272727,14.772727272727273,14.045454545454545,9,19,0,0,0.0,0.0,3,0.13636363636363635,3,0.13636363636363635,1244,88.631,210.23218181818183,68.21266666666666,88.631,-0.6219772727272641,2.8026734299554694,0.7025001733142088,5.547902376504185,0.7272727272727273,10,0.45454545454545453,0.5454545454545454,16.0,0.36363636363636365,14.0,89.25297727272726,0.04545454545454497,-0.09090909090909094
855,Guanyu Zhou,ZHO,Guanyu,Zhou,Chinese,2024,15,24,4.0,0.16666666666666666,16.75,15.5,8,20,0,0,0.0,0.0,1,0.041666666666666664,1,0.041666666666666664,1345,89.08513043478261,212.78252173913043,74.93383333333334,89.08513043478261,-0.059347826086948885,2.8590056039606258,0.816496580927726,4.245201895132289,1.25,18,0.75,0.25,4.0,0.08333333333333333,15.666666666666666,89.14447826086956,-0.16666666666666607,0.08333333333333333
856,Nyck de Vries,DEV,Nyck,de Vries,Dutch,2022,3,1,2.0,2.0,8.0,9.0,9,9,0,0,0.0,0.0,1,1.0,1,1.0,53,86.624,240.75,7.122,86.624,-4.291571428571444,0.0,0.0,0.0,-1.0,0,0.0,1.0,8.0,0.18181818181818182,14.954545454545455,90.91557142857144,-5.954545454545455,1.8181818181818181
856,Nyck de Vries,DEV,Nyck,de Vries,Dutch,2023,213,10,0.0,0.0,14.6,15.9,12,20,0,0,0.0,0.0,0,0.0,0,0.0,561,86.786,210.7516,66.51833333333333,86.786,-1.5734285714285647,2.4698178070456938,0.0,6.03784361801095,-1.3,7,0.7,0.30000000000000004,22.0,0.5,13.613636363636363,88.35942857142857,2.286363636363637,-0.5
857,Oscar Piastri,PIA,Oscar,Piastri,Australian,2023,1,22,82.0,3.727272727272727,9.636363636363637,10.909090909090908,2,20,0,2,0.09090909090909091,0.0,11,0.5,11,0.5,1185,87.27157142857143,210.2989523809524,42.06428571428571,87.27157142857143,-0.799963455149495,5.397610502268492,5.470107670062621,5.461395410226201,-1.2727272727272727,8,0.36363636363636365,0.6363636363636364,266.0,6.045454545454546,9.454545454545455,88.07153488372093,1.4545454545454533,-2.318181818181819
857,Oscar Piastri,PIA,Oscar,Piastri,Australian,2024,1,24,265.0,11.041666666666666,5.416666666666667,5.125,1,13,2,8,0.3333333333333333,0.08333333333333333,23,0.9583333333333334,23,0.9583333333333334,1444,87.72460869565217,216.14734782608696,29.321250000000003,87.72460869565217,0.22130434782607722,3.111165027138058,7.0493858299649155,3.3424693639995207,0.2916666666666667,0,0.0,1.0,609.0,12.6875,4.708333333333333,87.50330434782609,0.41666666666666696,-1.645833333333334
858,Logan Sargeant,SAR,Logan,Sargeant,American,2023,3,22,1.0,0.045454545454545456,15.909090909090908,15.818181818181818,10,20,0,0,0.0,0.0,1,0.045454545454545456,1,0.045454545454545456,1142,88.95568181818182,209.38777272727273,78.60677777777778,88.95568181818182,-0.15373678646935218,3.095870731218535,0.21320071635561041,5.895188440859779,0.09090909090909091,13,0.5909090909090909,0.40909090909090906,26.0,0.5909090909090909,14.113636363636363,89.10941860465117,1.704545454545455,-0.5454545454545455
858,Logan Sargeant,SAR,Logan,Sargeant,American,2024,3,14,0.0,0.0,17.142857142857142,17.142857142857142,11,20,0,0,0.0,0.0,0,0.0,0,0.0,769,88.42023076923077,212.6466153846154,90.04233333333333,88.42023076923077,-1.173378986866794,2.6269942712345036,0.0,3.0382181012509997,0.0,11,0.7857142857142857,0.2142857142857143,17.0,0.3617021276595745,15.127659574468085,89.59360975609756,2.0151975683890573,-0.3617021276595745
859,Liam Lawson,LAW,Liam,Lawson,New Zealander,2023,213,5,2.0,0.4,13.8,12.2,9,17,0,0,0.0,0.0,1,0.2,1,0.2,293,89.014,212.8266,54.23433333333333,89.014,0.6545714285714297,3.0331501776206204,0.894427190999916,2.5099800796022267,1.6,2,0.4,0.6,22.0,0.5,13.613636363636363,88.35942857142857,-1.413636363636364,-0.09999999999999998
859,Liam Lawson,LAW,Liam,Lawson,New Zealander,2024,215,6,4.0,0.6666666666666666,13.166666666666666,13.5,9,17,0,0,0.0,0.0,2,0.3333333333333333,2,0.3333333333333333,357,88.58716666666668,209.52583333333334,68.669,88.58716666666668,-0.4515833333333177,3.6193922141707713,1.0327955589886444,5.819507424745384,-0.3333333333333333,2,0.3333333333333333,0.6666666666666667,40.0,0.8333333333333334,13.291666666666666,89.03875,0.20833333333333393,-0.16666666666666674
860,Oliver Bearman,BEA,Oliver,Bearman,British,2024,210,3,7.0,2.3333333333333335,12.0,9.666666666666666,7,12,0,0,0.0,0.0,2,0.6666666666666666,2,0.6666666666666666,170,93.90933333333334,210.34133333333332,64.297,93.90933333333334,5.159724637681165,2.5166114784235836,3.214550253664318,2.0816659994661326,2.3333333333333335,0,0.0,1.0,51.0,1.0625,12.395833333333334,88.74960869565217,-2.729166666666668,1.2708333333333335
861,Franco Colapinto,COL,Franco,Colapinto,Argentinian ,2024,3,9,5.0,0.5555555555555556,13.777777777777779,13.555555555555555,8,19,0,0,0.0,0.0,2,0.2222222222222222,2,0.2222222222222222,397,92.067375,207.159125,79.5,92.067375,2.4737652439024345,3.972125095937662,1.3333333333333335,5.868938953886336,0.2222222222222222,5,0.5555555555555556,0.4444444444444444,17.0,0.3617021276595745,15.127659574468085,89.59360975609756,-1.5721040189125297,0.1938534278959811
862,Jack Doohan,DOO,Jack,Doohan,Australian,2024,214,1,0.0,0.0,17.0,15.0,15,15,0,0,0.0,0.0,0,0.0,0,0.0,57,89.121,213.323,,89.121,0.37176744186045596,0.0,0.0,0.0,2.0,1,1.0,0.0,63.0,1.3125,13.3125,88.74923255813954,1.6875,-1.3125
